"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
lndist_are_4,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040401, APLAO | 040402, ANDAGUA | 040403, AYO | 040404, CHACHAS | 040405, CHILCAYMARCA | 040406, CHOCO | 040407, HUANCARQUI | 040408, MACHAGUAY | 040409, ORCOPAMPA | 040410, PAMPACOLCA | 040411, TIPAN | 040412, UÑON | 040413, URACA | 040414, VIRACO",,,,,,"[lnprov_are] = '040400'",y,,,,,
lndist_are_5,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040501, CHIVAY | 040502, ACHOMA | 040503, CABANACONDE | 040504, CALLALLI | 040505, CAYLLOMA | 040506, COPORAQUE | 040507, HUAMBO | 040508, HUANCA | 040509, ICHUPAMPA | 040510, LARI | 040511, LLUTA | 040512, MACA | 040513, MADRIGAL | 040514, SAN ANTONIO DE CHUCA | 040515, SIBAYO | 040516, TAPAY | 040517, TISCO | 040518, TUTI | 040519, YANQUE | 040520, MAJES",,,,,,"[lnprov_are] = '040500'",y,,,,,
lndist_are_6,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040601, CHUQUIBAMBA | 040602, ANDARAY | 040603, CAYARANI | 040604, CHICHAS | 040605, IRAY | 040606, RIO GRANDE | 040607, SALAMANCA | 040608, YANAQUIHUA",,,,,,"[lnprov_are] = '040600'",y,,,,,
lndist_are_7,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040701, MOLLENDO | 040702, COCACHACRA | 040703, DEAN VALDIVIA | 040704, ISLAY | 040705, MEJIA | 040706, PUNTA DE BOMBON",,,,,,"[lnprov_are] = '040700'",y,,,,,
lndist_are_8,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040801, COTAHUASI | 040802, ALCA | 040803, CHARCANA | 040804, HUAYNACOTAS | 040805, PAMPAMARCA | 040806, PUYCA | 040807, QUECHUALLA | 040808, SAYLA | 040809, TAURIA | 040810, TOMEPAMPA | 040811, TORO",,,,,,"[lnprov_are] = '040800'",y,,,,,
lnprov_aya,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","050100, HUAMANGA | 050200, CANGALLO | 050300, HUANCA SANCOS | 050400, HUANTA | 050500, LA MAR | 050600, LUCANAS | 050700, PARINACOCHAS | 050800, PAUCAR DEL SARA SARA | 050900, SUCRE | 051000, VICTOR FAJARDO | 051100, VILCAS HUAMAN",,,,,,"[lndep] = '050000'",y,,,,,
lndist_aya_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","050101, AYACUCHO | 050102, ACOCRO | 050103, ACOS VINCHOS | 050104, CARMEN ALTO | 050105, CHIARA | 050106, OCROS | 050107, PACAYCASA | 050108, QUINUA | 050109, SAN JOSE DE TICLLAS | 050110, SAN JUAN BAUTISTA | 050111, SANTIAGO DE PISCHA | 050112, SOCOS | 050113, TAMBILLO | 050114, VINCHOS | 050115, JESUS NAZARENO | 050116, ANDRÉS AVELINO CÁCERES DORREGARAY",,,,,,"[lnprov_aya] = '050100'",y,,,,,
lndist_aya_2,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","050201, CANGALLO | 050202, CHUSCHI | 050203, LOS MOROCHUCOS | 050204, MARIA PARADO DE BELLIDO | 050205, PARAS | 050206, TOTOS",,,,,,"[lnprov_aya] = '050200'",y,,,,,
lndist_aya_3,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","050301, SANCOS | 050302, CARAPO | 050303, SACSAMARCA | 050304, SANTIAGO DE LUCANAMARCA",,,,,,"[lnprov_aya] = '050300'",y,,,,,
lndist_aya_4,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","050401, HUANTA | 050402, AYAHUANCO | 050403, HUAMANGUILLA | 050404, IGUAIN | 050405, LURICOCHA | 050406, SANTILLANA | 050407, SIVIA | 050408, LLOCHEGUA | 050409, CANAYRE | 050410, UCHURACCAY | 050411, PUCACOLPA | 050412, CHACA",,,,,,"[lnprov_aya] = '050400'",y,,,,,
lndist_aya_5,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","050501, SAN MIGUEL | 050502, ANCO | 050503, AYNA | 050504, CHILCAS | 050505, CHUNGUI | 050506, LUIS CARRANZA | 050507, SANTA ROSA | 050508, TAMBO | 050509, SAMUGARI | 050510, ANCHIHUAY | 050511, ORONCOY",,,,,,"[lnprov_aya] = '050500'",y,,,,,
lndist_aya_6,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","050601, PUQUIO | 050602, AUCARA | 050603, CABANA | 050604, CARMEN SALCEDO | 050605, CHAVIÑA | 050606, CHIPAO | 050607, HUAC-HUAS | 050608, LARAMATE | 050609, LEONCIO PRADO | 050610, LLAUTA | 050611, LUCANAS | 050612, OCAÑA | 050613, OTOCA | 050614, SAISA | 050615, SAN CRISTOBAL | 050616, SAN JUAN | 050617, SAN PEDRO | 050618, SAN PEDRO DE PALCO | 050619, SANCOS | 050620, SANTA ANA DE HUAYCAHUACHO | 050621, SANTA LUCIA",,,,,,"[lnprov_aya] = '050600'",y,,,,,
lndist_aya_7,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","050701, CORACORA | 050702, CHUMPI | 050703, CORONEL CASTAÑEDA | 050704, PACAPAUSA | 050705, PULLO | 050706, PUYUSCA | 050707, SAN FRANCISCO DE RAVACAYCO | 050708, UPAHUACHO",,,,,,"[lnprov_aya] = '050700'",y,,,,,
lndist_aya_8,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","050801, PAUSA | 050802, COLTA | 050803, CORCULLA | 050804, LAMPA | 050805, MARCABAMBA | 050806, OYOLO | 050807, PARARCA | 050808, SAN JAVIER DE ALPABAMBA | 050809, SAN JOSE DE USHUA | 050810, SARA SARA",,,,,,"[lnprov_aya] = '050800'",y,,,,,
lndist_aya_9,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","050901, QUEROBAMBA | 050902, BELEN | 050903, CHALCOS | 050904, CHILCAYOC | 050905, HUACAÑA | 050906, MORCOLLA | 050907, PAICO | 050908, SAN PEDRO DE LARCAY | 050909, SAN SALVADOR DE QUIJE | 050910, SANTIAGO DE PAUCARAY | 050911, SORAS",,,,,,"[lnprov_aya] = '050900'",y,,,,,
lndist_aya_10,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","051001, HUANCAPI | 051002, ALCAMENCA | 051003, APONGO | 051004, ASQUIPATA | 051005, CANARIA | 051006, CAYARA | 051007, COLCA | 051008, HUAMANQUIQUIA | 051009, HUANCARAYLLA | 051010, HUAYA | 051011, SARHUA | 051012, VILCANCHOS",,,,,,"[lnprov_aya] = '051000'",y,,,,,
lndist_aya_11,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","051101, VILCAS HUAMAN | 051102, ACCOMARCA | 051103, CARHUANCA | 051104, CONCEPCION | 051105, HUAMBALPA | 051106, INDEPENDENCIA | 051107, SAURAMA | 051108, VISCHONGO",,,,,,"[lnprov_aya] = '051100'",y,,,,,
lnprov_caj,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","060100, CAJAMARCA | 060200, CAJABAMBA | 060300, CELENDIN | 060400, CHOTA | 060500, CONTUMAZA | 060600, CUTERVO | 060700, HUALGAYOC | 060800, JAEN | 060900, SAN IGNACIO | 061000, SAN MARCOS | 061100, SAN MIGUEL | 061200, SAN PABLO | 061300, SANTA CRUZ",,,,,,"[lndep] = '060000'",y,,,,,
lndist_caj_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060101, CAJAMARCA | 060102, ASUNCION | 060103, CHETILLA | 060104, COSPAN | 060105, ENCAÑADA | 060106, JESUS | 060107, LLACANORA | 060108, LOS BAÑOS DEL INCA | 060109, MAGDALENA | 060110, MATARA | 060111, NAMORA | 060112, SAN JUAN",,,,,,"[lnprov_caj] = '060100'",y,,,,,
lndist_caj_2,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060201, CAJABAMBA | 060202, CACHACHI | 060203, CONDEBAMBA | 060204, SITACOCHA",,,,,,"[lnprov_caj] = '060200'",y,,,,,
lndist_caj_3,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060301, CELENDIN | 060302, CHUMUCH | 060303, CORTEGANA | 060304, HUASMIN | 060305, JORGE CHAVEZ | 060306, JOSE GALVEZ | 060307, MIGUEL IGLESIAS | 060308, OXAMARCA | 060309, SOROCHUCO | 060310, SUCRE | 060311, UTCO | 060312, LA LIBERTAD DE PALLAN",,,,,,"[lnprov_caj] = '060300'",y,,,,,
lndist_caj_4,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060401, CHOTA | 060402, ANGUIA | 060403, CHADIN | 060404, CHIGUIRIP | 060405, CHIMBAN | 060406, CHOROPAMPA | 060407, COCHABAMBA | 060408, CONCHAN | 060409, HUAMBOS | 060410, LAJAS | 060411, LLAMA | 060412, MIRACOSTA | 060413, PACCHA | 060414, PION | 060415, QUEROCOTO | 060416, SAN JUAN DE LICUPIS | 060417, TACABAMBA | 060418, TOCMOCHE | 060419, CHALAMARCA",,,,,,"[lnprov_caj] = '060400'",y,,,,,
lndist_caj_5,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060501, CONTUMAZA | 060502, CHILETE | 060503, CUPISNIQUE | 060504, GUZMANGO | 060505, SAN BENITO | 060506, SANTA CRUZ DE TOLED | 060507, TANTARICA | 060508, YONAN",,,,,,"[lnprov_caj] = '060500'",y,,,,,
lndist_caj_6,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060601, CUTERVO | 060602, CALLAYUC | 060603, CHOROS | 060604, CUJILLO | 060605, LA RAMADA | 060606, PIMPINGOS | 060607, QUEROCOTILLO | 060608, SAN ANDRES DE CUTERVO | 060609, SAN JUAN DE CUTERVO | 060610, SAN LUIS DE LUCMA | 060611, SANTA CRUZ | 060612, SANTO DOMINGO DE LA CAPILLA | 060613, SANTO TOMAS | 060614, SOCOTA | 060615, TORIBIO CASANOVA",,,,,,"[lnprov_caj] = '060600'",y,,,,,
lndist_caj_7,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060701, BAMBAMARCA | 060702, CHUGUR | 060703, HUALGAYOC",,,,,,"[lnprov_caj] = '060700'",y,,,,,
lndist_caj_8,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060801, JAEN | 060802, BELLAVISTA | 060803, CHONTALI | 060804, COLASAY | 060805, HUABAL | 060806, LAS PIRIAS | 060807, POMAHUACA | 060808, PUCARA | 060809, SALLIQUE | 060810, SAN FELIPE | 060811, SAN JOSE DEL ALTO | 060812, SANTA ROSA",,,,,,"[lnprov_caj] = '060800'",y,,,,,
lndist_caj_9,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060901, SAN IGNACIO | 060902, CHIRINOS | 060903, HUARANGO | 060904, LA COIPA | 060905, NAMBALLE | 060906, SAN JOSE DE LOURDES | 060907, TABACONAS",,,,,,"[lnprov_caj] = '060900'",y,,,,,
lndist_caj_10,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","061001, PEDRO GALVEZ | 061002, CHANCAY | 061003, EDUARDO VILLANUEVA | 061004, GREGORIO PITA | 061005, ICHOCAN | 061006, JOSE MANUEL QUIROZ | 061007, JOSE SABOGAL",,,,,,"[lnprov_caj] = '061000'",y,,,,,
lndist_caj_11,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","061101, SAN MIGUEL | 061102, BOLIVAR | 061103, CALQUIS | 061104, CATILLUC | 061105, EL PRADO | 061106, LA FLORIDA | 061107, LLAPA | 061108, NANCHOC | 061109, NIEPOS | 061110, SAN GREGORIO | 061111, SAN SILVESTRE DE COCHAN | 061112, TONGOD | 061113, UNION AGUA BLANCA",,,,,,"[lnprov_caj] = '061100'",y,,,,,
lndist_caj_12,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","061201, SAN PABLO | 061202, SAN BERNARDINO | 061203, SAN LUIS | 061204, TUMBADEN",,,,,,"[lnprov_caj] = '061200'",y,,,,,
lndist_caj_13,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","061301, SANTA CRUZ | 061302, ANDABAMBA | 061303, CATACHE | 061304, CHANCAYBAÑOS | 061305, LA ESPERANZA | 061306, NINABAMBA | 061307, PULAN | 061308, SAUCEPAMPA | 061309, SEXI | 061310, UTICYACU | 061311, YAUYUCAN",,,,,,"[lnprov_caj] = '061300'",y,,,,,
lnprov_callao,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","070100, CALLAO",,,,,,"[lndep] = '070000'",y,,,,,
lndist_callao_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","070101, CALLAO | 070102, BELLAVISTA | 070103, CARMEN DE LA LEGUA REYNOSO | 070104, LA PERLA | 070105, LA PUNTA | 070106, VENTANILLA | 070107, MI PERU",,,,,,"[lnprov_callao] = '070100'",y,,,,,
lnprov_cus,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","080100, CUSCO | 080200, ACOMAYO | 080300, ANTA | 080400, CALCA | 080500, CANAS | 080600, CANCHIS | 080700, CHUMBIVILCAS | 080800, ESPINAR | 080900, LA CONVENCION | 081000, PARURO | 081100, PAUCARTAMBO | 081200, QUISPICANCHI | 081300, URUBAMBA",,,,,,"[lndep] = '080000'",y,,,,,
lndist_cus_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","080101, CUSCO | 080102, CCORCA | 080103, POROY | 080104, SAN JERONIMO | 080105, SAN SEBASTIAN | 080106, SANTIAGO | 080107, SAYLLA | 080108, WANCHAQ",,,,,,"[lnprov_cus] = '080100'",y,,,,,
lndist_cus_2,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","080201, ACOMAYO | 080202, ACOPIA | 080203, ACOS | 080204, MOSOC LLACTA | 080205, POMACANCHI | 080206, RONDOCAN | 080207, SANGARARA",,,,,,"[lnprov_cus] = '080200'",y,,,,,
lndist_cus_3,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","080301, ANTA | 080302, ANCAHUASI | 080303, CACHIMAYO | 080304, CHINCHAYPUJIO | 080305, HUAROCONDO | 080306, LIMATAMBO | 080307, MOLLEPATA | 080308, PUCYURA | 080309, ZURITE",,,,,,"[lnprov_cus] = '080300'",y,,,,,
lndist_cus_4,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","080401, CALCA | 080402, COYA | 080403, LAMAY | 080404, LARES | 080405, PISAC | 080406, SAN SALVADOR | 080407, TARAY | 080408, YANATILE",,,,,,"[lnprov_cus] = '080400'",y,,,,,
lndist_cus_5,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","080501, YANAOCA | 080502, CHECCA | 080503, KUNTURKANKI | 080504, LANGUI | 080505, LAYO | 080506, PAMPAMARCA | 080507, QUEHUE | 080508, TUPAC AMARU",,,,,,"[lnprov_cus] = '080500'",y,,,,,
lndist_cus_6,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","080601, SICUANI | 080602, CHECACUPE | 080603, COMBAPATA | 080604, MARANGANI | 080605, PITUMARCA | 080606, SAN PABLO | 080607, SAN PEDRO | 080608, TINTA",,,,,,"[lnprov_cus] = '080600'",y,,,,,
lndist_cus_7,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","080701, SANTO TOMAS | 080702, CAPACMARCA | 080703, CHAMACA | 080704, COLQUEMARCA | 080705, LIVITACA | 080706, LLUSCO | 080707, QUIÑOTA | 080708, VELILLE",,,,,,"[lnprov_cus] = '080700'",y,,,,,
lndist_cus_8,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","080801, ESPINAR | 080802, CONDOROMA | 080803, COPORAQUE | 080804, OCORURO | 080805, PALLPATA | 080806, PICHIGUA | 080807, SUYCKUTAMBO | 080808, ALTO PICHIGUA",,,,,,"[lnprov_cus] = '080800'",y,,,,,
lndist_cus_9,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","080901, SANTA ANA | 080902, ECHARATE | 080903, HUAYOPATA | 080904, MARANURA | 080905, OCOBAMBA | 080906, QUELLOUNO | 080907, KIMBIRI | 080908, SANTA TERESA | 080909, VILCABAMBA | 080910, PICHARI | 080911, INKAWASI | 080912, VILLA VIRGEN | 080913, VILLA KINTIARINA | 080914, MEGANTONI",,,,,,"[lnprov_cus] = '080900'",y,,,,,
lndist_cus_10,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","081001, PARURO | 081002, ACCHA | 081003, CCAPI | 081004, COLCHA | 081005, HUANOQUITE | 081006, OMACHA | 081007, PACCARITAMBO | 081008, PILLPINTO | 081009, YAURISQUE",,,,,,"[lnprov_cus] = '081000'",y,,,,,
lndist_cus_11,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","081101, PAUCARTAMBO | 081102, CAICAY | 081103, CHALLABAMBA | 081104, COLQUEPATA | 081105, HUANCARANI | 081106, KOSÑIPATA",,,,,,"[lnprov_cus] = '081100'",y,,,,,
lndist_cus_12,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","081201, URCOS | 081202, ANDAHUAYLILLAS | 081203, CAMANTI | 081204, CCARHUAYO | 081205, CCATCA | 081206, CUSIPATA | 081207, HUARO | 081208, LUCRE | 081209, MARCAPATA | 081210, OCONGATE | 081211, OROPESA | 081212, QUIQUIJANA",,,,,,"[lnprov_cus] = '081200'",y,,,,,
lndist_cus_13,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","081301, URUBAMBA | 081302, CHINCHERO | 081303, HUAYLLABAMBA | 081304, MACHUPICCHU | 081305, MARAS | 081306, OLLANTAYTAMBO | 081307, YUCAY",,,,,,"[lnprov_cus] = '081300'",y,,,,,
lnprov_huanc,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","090100, HUANCAVELICA | 090200, ACOBAMBA | 090300, ANGARAES | 090400, CASTROVIRREYNA | 090500, CHURCAMPA | 090600, HUAYTARA | 090700, TAYACAJA",,,,,,"[lndep] = '090000'",y,,,,,
lndist_huanc_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090101, HUANCAVELICA | 090102, ACOBAMBILLA | 090103, ACORIA | 090104, CONAYCA | 090105, CUENCA | 090106, HUACHOCOLPA | 090107, HUAYLLAHUARA | 090108, IZCUCHACA | 090109, LARIA | 090110, MANTA | 090111, MARISCAL CACERES | 090112, MOYA | 090113, NUEVO OCCORO | 090114, PALCA | 090115, PILCHACA | 090116, VILCA | 090117, YAULI | 090118, ASCENSION | 090119, HUANDO",,,,,,"[lnprov_huanc] = '090100'",y,,,,,
lndist_huanc_2,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090201, ACOBAMBA | 090202, ANDABAMBA | 090203, ANTA | 090204, CAJA | 090205, MARCAS | 090206, PAUCARA | 090207, POMACOCHA | 090208, ROSARIO",,,,,,"[lnprov_huanc] = '090200'",y,,,,,
lndist_huanc_3,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090301, LIRCAY | 090302, ANCHONGA | 090303, CALLANMARCA | 090304, CCOCHACCASA | 090305, CHINCHO | 090306, CONGALLA | 090307, HUANCA-HUANCA | 090308, HUAYLLAY GRANDE | 090309, JULCAMARCA | 090310, SAN ANTONIO DE ANTAPARCO | 090311, SANTO TOMAS DE PATA | 090312, SECCLLA",,,,,,"[lnprov_huanc] = '090300'",y,,,,,
lndist_huanc_4,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090401, CASTROVIRREYNA | 090402, ARMA | 090403, AURAHUA | 090404, CAPILLAS | 090405, CHUPAMARCA | 090406, COCAS | 090407, HUACHOS | 090408, HUAMATAMBO | 090409, MOLLEPAMPA | 090410, SAN JUAN | 090411, SANTA ANA | 090412, TANTARA | 090413, TICRAPO",,,,,,"[lnprov_huanc] = '090400'",y,,,,,
lndist_huanc_5,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090501, CHURCAMPA | 090502, ANCO | 090503, CHINCHIHUASI | 090504, EL CARMEN | 090505, LA MERCED | 090506, LOCROJA | 090507, PAUCARBAMBA | 090508, SAN MIGUEL DE MAYOCC | 090509, SAN PEDRO DE CORIS | 090510, PACHAMARCA | 090511, COSME",,,,,,"[lnprov_huanc] = '090500'",y,,,,,
lndist_huanc_6,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090601, HUAYTARA | 090602, AYAVI | 090603, CORDOVA | 090604, HUAYACUNDO ARMA | 090605, LARAMARCA | 090606, OCOYO | 090607, PILPICHACA | 090608, QUERCO | 090609, QUITO-ARMA | 090610, SAN ANTONIO DE CUSICANCHA | 090611, SAN FRANCISCO DE SANGAYAICO | 090612, SAN ISIDRO | 090613, SANTIAGO DE CHOCORVOS | 090614, SANTIAGO DE QUIRAHUARA | 090615, SANTO DOMINGO DE CAPILLAS | 090616, TAMBO",,,,,,"[lnprov_huanc] = '090600'",y,,,,,
lndist_huanc_7,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090701, PAMPAS | 090702, ACOSTAMBO | 090703, ACRAQUIA | 090704, AHUAYCHA | 090705, COLCABAMBA | 090706, DANIEL HERNANDEZ | 090707, HUACHOCOLPA | 090709, HUARIBAMBA | 090710, ÑAHUIMPUQUIO | 090711, PAZOS | 090713, QUISHUAR | 090714, SALCABAMBA | 090715, SALCAHUASI | 090716, SAN MARCOS DE ROCCHAC | 090717, SURCUBAMBA | 090718, TINTAY PUNCU | 090719, QUICHUAS | 090720, ANDAYMARCA | 090721, ROBLE | 090722, PICHOS | 090723, SANTIAGO DE TUCUMA",,,,,,"[lnprov_huanc] = '090700'",y,,,,,
lnprov_huanuco,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","100100, HUANUCO | 100200, AMBO | 100300, DOS DE MAYO | 100400, HUACAYBAMBA | 100500, HUAMALIES | 100600, LEONCIO PRADO | 100700, MARAÑON | 100800, PACHITEA | 100900, PUERTO INCA | 101000, LAURICOCHA | 101100, YAROWILCA",,,,,,"[lndep] = '100000'",y,,,,,
lndist_huanuco_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100101, HUANUCO | 100102, AMARILIS | 100103, CHINCHAO | 100104, CHURUBAMBA | 100105, MARGOS | 100106, QUISQUI | 100107, SAN FRANCISCO DE CAYRAN | 100108, SAN PEDRO DE CHAULAN | 100109, SANTA MARIA DEL VALLE | 100110, YARUMAYO | 100111, PILLCO MARCA | 100112, YACUS | 100113, SAN PABLO DE PILLAO",,,,,,"[lnprov_huanuco] = '100100'",y,,,,,
lndist_huanuco_2,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100201, AMBO | 100202, CAYNA | 100203, COLPAS | 100204, CONCHAMARCA | 100205, HUACAR | 100206, SAN FRANCISCO | 100207, SAN RAFAEL | 100208, TOMAY KICHWA",,,,,,"[lnprov_huanuco] = '100200'",y,,,,,
lndist_huanuco_3,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100301, LA UNION | 100307, CHUQUIS | 100311, MARIAS | 100313, PACHAS | 100316, QUIVILLA | 100317, RIPAN | 100321, SHUNQUI | 100322, SILLAPATA | 100323, YANAS",,,,,,"[lnprov_huanuco] = '100300'",y,,,,,
lndist_huanuco_4,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100401, HUACAYBAMBA | 100402, CANCHABAMBA | 100403, COCHABAMBA | 100404, PINRA",,,,,,"[lnprov_huanuco] = '100400'",y,,,,,
lndist_huanuco_5,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100501, LLATA | 100502, ARANCAY | 100503, CHAVIN DE PARIARCA | 100504, JACAS GRANDE | 100505, JIRCAN | 100506, MIRAFLORES | 100507, MONZON | 100508, PUNCHAO | 100509, PUÑOS | 100510, SINGA | 100511, TANTAMAYO",,,,,,"[lnprov_huanuco] = '100500'",y,,,,,
